no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
2303,1,CORONAVIRUS UPDATE: What is #China hiding? And how should the #US military prepare for quarantine? https://t.co/scBf83RSc1 #USA #America #truth #WorldNews #news #coronavirus,2.17E+17,3,0,0,0
2304,1,"Central Texas: Medical supply stores running out of medical masks, following possible case of coronavirus - CNN https://t.co/BlR1WQRQ2R",8.92E+18,3,0,0,1
2305,1,China practises COVID-19 takedown procedure https://t.co/mK06M3GR4h pretty barbaric #fishingnetpolicing,2.97E+18,3,0,0,0
2306,1,Coronavirus: Don't use vodka to sanitise hands https://t.co/GqefWzdLvA,4.40E+18,3,9,31,43
2307,1,Grattan on Friday: Coronavirus adds to Scott Morrison's many woes https://t.co/9VAjCqKnxP via  ConversationEDU,7.36E+18,2,0,0,0
2308,1,We will likely take out 2015/16 lows in coming months given lag time. This port traffic preceded arresting of activity at Chinese ports stemming from coronavirus. https://t.co/GqOsQCSYZr,2.30E+18,1,2,6,9
2310,1,BRIEF-China's Hubei Province Has Reported Additional 15 Deaths Linked To Coronavirus Outbreak- Bloomberg https://t.co/NBE21GvMLq,4.13E+18,3,0,0,0
2311,1,What is the coronavirus? Facts on coronavirus. https://t.co/h5wnD3ciOV,3.98E+18,1,0,0,0
2312,1,"GeoVax and BravoVax (Wuhan, China) Collaborating on the Development of Coronavirus Vaccine https://t.co/1nOOc8UMnV #coronavirus #collaboration #groundzero #vaccine $GOVX $GOVXD #BravoVax https://t.co/h1BcOAv106",1.51E+18,2,0,0,0
2313,1,"Doctor Jorge Sales Marques informed Macau News Agency (MNA) that, although the SAR has so far managed to avoid any new confirmed Covid-19 cases in the last two weeks, residents should keep up with the recommended health measures...  C",3.50E+18,#VALUE!,0,0,1
2315,1,"??This is sad. If the people of #china were more informed by their govt, maybe they wouldn't resort to believing these types of lies. People have a right to know the truth! #coronavirus #WuhanOutbreak #coronavirusaustralia #CoronaVirusCanada #nCoV19 #WuhanCoronovirus https://t.co/cS48rfPd3G",8.55E+18,#VALUE!,96,433,338
2316,1,Toilet rolls are currently in short supply in Hong Kong due to shortages caused by panic-buying during the coronavirus outbreak.  https://t.co/imk19COmSb #Wuhancoronavirus,2.67E+18,1,0,0,0
2317,1,Berlin wants to evacuate more Germans from virus-hit Wuhan: magazine https://t.co/PxijZR4oal,4.18E+18,3,0,0,0
2318,1,Was Jared somehow unavailable?  BBC News - Trump names VP Pence man in charge of coronavirus response https://t.co/bgxNfly8nN,4.87E+18,1,0,0,0
2319,1,China to fast-track biosecurity law in coronavirus aftermath https://t.co/ClQlnNiw9t via  scmpnews,3.39E+18,3,0,0,0
2320,1,Nearly 200 evacuees to leave coronavirus quarantine in US https://t.co/0TfSPk2dZX,5.56E+18,2,2,1,3
2321,0, LSDinmycoffee Coronavirus rekt financial systems so people can conveniently buy magic internet money,6.23E+17,#N/A,1,0,1
2322,0,"I'm not sure this is anything relevant to the #WuhanCoronavirus outbreak, but I'd like to know more about the incident. #Canada https://t.co/7A09MASG8X",1.50E+18,2,0,17,19
2323,1,"RECESSION: Japan and Singapore appeared to be on the brink of recession on Monday as the coronavirus epidemic disrupted tourism and supply chains around the world, and as China imposed tougher restrictions to try and stop the virus spreading.  https://t.co/xTjgfq2DGI  #covid19",8.86E+18,#VALUE!,0,17,19
2324,1,"Here's a clue on how widespread the #Coronavirus is now. #Egypt's total rose yesterday from 3 to 48, based on a single tour boat. 45/150 on board tested +ve; 19 of these r foreigners; many/most not yet symptomatic. One case was prev. exported to Taiwan. https://t.co/fIOEuW7m2s",7.92E+18,#VALUE!,0,17,19
2325,1,"Pandemic on the way: Coronavirus infections increase, flight carrying passengers from China set to arrive in UK https://t.co/LX3ZQfJtl3 #FoxNews",5.19E+18,2,0,0,0
2327,1,WHO underestimates the spread of the Coronavirus https://t.co/t4Bf5Z5Ztq,6.33E+18,1,0,0,0
2329,0," thepondinthebox  sassistheword Seattle,Tacoma is not,one of the airports that CDC has listed as screen8ng sites for Corona Virus",2.70E+18,#N/A,0,0,0
2330,1, FOHMaster  killerswan  JeremyFarrar  NIH  CEPIvaccines Overall the prospects for coronavirus vaccines in this 11 year old review seem gloomy. Let's hope the new trials do better. https://t.co/poTGqGnUVJ,2.47E+18,#N/A,0,0,0
2331,0,"UK makes 'breakthrough' in finding coronavirus vaccine, a researcher says  #2019nCoV  https://t.co/fRObMJBJwg",7.76E+18,1,0,0,0
2332,0, realDonaldTrump The Japanese coronavirus response is wrong.  Please speak to President Trump and Prime Minister Shinzo Abe,3.49E+18,#N/A,0,0,0
2335,1,Man City v Arsenal called off as coronavirus hits Premier League https://t.co/J2zirPz9LT,5.23E+18,2,0,0,0
2336,1,"Overnight, the #WHO sent a team of experts to #China, where the #coronavirus death toll has soared, and more #Americans have now tested positive for the #VirusCorona on a quarantined #cruise ship https://t.co/IY0DwXvE69",9.19E+18,2,0,0,2
2337,1,Here's A Running List Of Disinformation Spreading About The Coronavirus ?https://t.co/EKx5XTKdC0,7.15E+18,2,0,1,0
2338,1,Indian-American Appointed Key Member Of US Coronavirus Task Force - https://t.co/2t9Nid9Ct6,7.91E+18,2,0,0,0
2339,1,"Help prevent #CoronaVirus spreading.   Wash your hands more than usual, for 20s with soap &amp; water, or use hand sanitiser. Especially when you: ""Get home or into school, college or university ""Blow your nose, sneeze or cough""Eat or handle food "" https://t.co/vZvkU18g1i https://t.co/zz2nYuA0Vg",8.36E+18,#VALUE!,0,10,4
2340,1,"#OPINION: With no reliable screening and isolation during the incubation period, people arriving from #China pose a serious threat of spreading the infection among the general population, writes Dr. Mehreen Mujtaba || #Pakistan https://t.co/gXprk0Q2US",2.70E+18,2,0,1,0
2342,1,China's economy is going to drag the rest of the world with it.?? #coronavirus https://t.co/XUBWhMgxw9,6.14E+17,3,1,0,1
2343,0,#CoronaVirus #DiamondPrincess Western Ass-Hole politicians waited  for the cruse ship to be completely INFECTED before evacuating their citizens !  CNN  nytimes  washingtonpost  BBCWorld  Reuters  AFP  DerSPIEGEL  CBCNews https://t.co/JlUkqNGQtV,5.18E+18,2,0,0,3
2344,1,"Pranksters dressed in hazmat gear spill fake coronavirus on N.Y. subway, scaring commuters https://t.co/5rfH5mZnmm https://t.co/mT5FyEmQtr",3.36E+18,2,0,0,1
2345,1,monday is going to be total financial market turmoil lmao https://t.co/QIfaFkz9ps,4.59E+18,2,9,81,116
2346,1," he Next #Coronavirus Can Be Stopped Now With Public Health Measures ?via ? ForeignPolicy?. The next US President MUST commit to #EndPandemics of #hiv, malaria and TB and to prevent future pandemics. More at https://t.co/A6WZHse2nC! #COVID19 https://t.co/gxI7RJi7cP",4.65E+18,#VALUE!,0,0,2
2347,1," lopezdoriga Mientras tanto en Canada: ""The federal government has now secured a plane to help bring citizens stuck in the epicentre of the novel coronavirus outbreak back to Canada from China.""",6.88E+18,#N/A,0,0,0
2348,1," WSJ Walter Russell Mead  wrmead  WSJ editors publish?China is real sick man of Asian vicious words attack Chinese people in this grief moment still self isolation to protect more people in the world,They don't have any conscience of  humanity.https://t.co/FLaj934S5V",4.71E+18,#VALUE!,0,0,0
2349,1,"""Corona Virus Update"" -Worldwide (other than #China): 28 countries and regions.  Infected 275 - death 1 (with unofficial reports  that there are more). For more details click on the map.  https://t.co/sbujBuyfvP",7.52E+18,2,0,0,1
2350,0,"This is what the corona virus/covid-19 is doing to these people in wuhan, China. https://t.co/wArDChROkR",2.45E+18,2,73,203,358
2351,1,"#Vietnam quarantines commune of 10,000 people over #coronavirus #",5.61E+18,2,0,0,0
2352,1,Our latest report on estimated cases of #coronavirus #2019nCoV now available in #Mandarin  ??https://t.co/7A77NXZ3iw https://t.co/ahzDKjdQEw,9.11E+18,2,8,44,82
2353,1,"#caronavirusoutbreak Australia has said it plans to keep evacuees on Christmas Island for two weeks,the maximumincubation period of the newly identified virus which has sparked a global health emergency and killed more than400people in China, mostly in Wuhan and surroundingHubei https://t.co/drZp2x3pnL",2.86E+18,#VALUE!,0,0,2
2354,1,Infectious disease and other experts have agreed that Japan is in the early stage of a coronavirus outbreak  TheFireTracker2  discardedbacon https://t.co/VITPlKTIUn,8.79E+17,2,0,3,4
2355,1,UK heading for coronavirus lockdown after explosion in european cases https://t.co/XsVPFv5Xxd  MailOnline,5.38E+18,1,0,0,0
2356,0," joshmich Correct: Not calling CP Wuhan Virus ?a pandemic at this point is based on political concerns, not epidemiological ones",4.35E+18,#N/A,0,0,0
2358,1,An interactive web-based dashboard to track COVID-19 in real-time was published by John Hopkins Whiting School of Engineering. Online Coronavirus mapping dashboard.  #Coronavirus #CoronaVirusUpdate #kairostech #COVID19 https://t.co/MMeuFQc3wu,1.61E+18,1,0,25,37
2359,0,"The video below made by a Nigerian living in Wuhan, the epicenter of the #COVID2019 outbreak reveals practical tips on how to protect yourself.   Click the link: https://t.co/KGLpcCXTay  Please stay calm, panicking would do no good.  #CoronavirusInNigeria #COVID ?9",1.84E+18,#VALUE!,0,3,4
2360,1,Technology in health solutions and human life. #AdoptTechnology???? https://t.co/yD7oVkSkjK,8.40E+17,2,3,24,77
2361,1,"Number infected by China virus rises to nearly 6,000: official",8.36E+18,2,0,0,0
2363,0,#UK Government Strategy Announced!  Self-isolation booths for #coronavirus patients arriving in UK identified.  #CoronaOutbreak #WuhanVirus #Wuhan #CoronaVirusOutbreak https://t.co/fgjT9pCNf8,3.04E+18,2,1,1,8
2364,0,Iran Caught Selling its Citizens Fake Anti-Bacterial Spray Against CoronaVirus https://t.co/n4SRgcF0xT #prepper,6.08E+18,2,0,1,2
2365,1,You can't make a car with 99% of the parts. Coronavirus could wreck the global auto industry  SEE DETAILS AT ==&gt; https://t.co/BLuKspTNNQ  #virus #coronavirus #sars #flu #china #trump #Vindman,5.33E+18,1,0,0,0
2367,0,The data seems to show human resistance to #coronavirus seems to be getting stronger day by day even with no vaccine. The bad news: it seems to be very easy to get and transmit with symptoms not showing up for a week or longer. https://t.co/sZgU3rVCJu,8.05E+18,2,0,0,0
2368,0,"I are not really had any issues with Trump besides how he handled Iran, but how about we focus on the coronavirus instead of the Democrats? You want to get re-elected? Stop tweeting and go all out on containing and fixing this outbreak https://t.co/HQjxFHkHdU",6.02E+18,#VALUE!,1,0,3
2369,1,"Five million people had left Wuhan in the weeks before the lockdown, as news of a new, mysterious ailment spread, the  AP quotes its mayor as saying. Their Lunar New Year path reflects the spread of the nCOV virus. https://t.co/EXrwnUb6mT",2.44E+18,3,2,2,9
2370,1,Mark Esper:  Rising threat ?China tops US's adversaries?list https://t.co/Ne6q6vT8wQ,2.49E+18,2,0,0,0
2371,1,"Tonight on #TheNine:  We speak to Tom Hancock, the last British journalist left in Wuhan where the coronavirus is believed to have originated.   The Chinese city has been put on lockdown with all travel cancelled as the government try to prevent the spread of the virus. https://t.co/QEEwWmWCCp",1.11E+18,#VALUE!,1,0,2
2372,0,eruditechick Maybe they should have voted for the smart lady with the #coronavirus plan that included economic stimulus.  Now they're demanding her help after she's had a plan for months.  But…,7.54E+18,3,0,0,1
2373,1,C.D.C. Confirms First Possible Community Transmission of Coronavirus in U.S. https://t.co/h9BPS2CJrZ,8.33E+18,3,0,0,0
2374,0,"ThePubliusUSA  AmyMcGrathKY Two reasons to stay away from Kentucky during Derby days, Corona Virus and #MoscowMitch",4.36E+17,2,0,0,2
2375,0,"A Universidade de Dundee tem um exchange program com a Universidade de Wuhan, which means we all gonna day ?",3.57E+18,1,0,0,0
2376,1,"I can't help seeing the news about #2019_nCoV and thinking about the book I read in 1994, ""The Hot Zone"", A factual book about a near thing with an Ebola relative that could transfer through the air. We got lucky. Only killed monkeys, in a USA incoming quarantine lab. #wuhanSARS",4.39E+18,#VALUE!,0,0,3
2377,1,Comments section quarantined for outbreak of coronavirus-related racism https://t.co/sCV86ue9ys via  TheBeaverton,6.62E+18,3,0,1,0
2378,1,The outbreak will no doubt have varied impactful consequences for student &amp; faculty mobility .  And likely erode enrollment of Chinese students in US campuses for this summer and into the  ?0-21 academic year.  Exchanges at all levels will suffer. https://t.co/ZnPc9xhQIn,5.69E+18,#VALUE!,0,0,0
2379,1,"DNA sleuths read the coronavirus genome, tracing its origins -  can also tell us how the outbreak started  ?from a single event of a virus jumping from an infected animal to a person or ,,,new introductions from animals or human-to-human transmission. ?https://t.co/PT1NEcxZDO",5.15E+18,#VALUE!,0,0,0
2380,1,"Health Secretary Matt Hancock has announced an ""emergency battle plan"" to contain coronavirus in the UK by asking newly-retired NHS staff to return to work.  ianpaynesport asks: Do you think this idea will work? https://t.co/YeH1HHchDt",4.52E+18,2,74,5,31
2381,1,"As of Tuesday, there have been 47 confirmed cases of the virus in Singapore. https://t.co/N1eciopASE",8.49E+18,1,0,0,1
2382,0,Corona killed more traders worldwide then infected persons,2.56E+18,3,0,0,1
2383,0,"Kudlow is correct here.  Like SARS and Ebola, coronavirus will be brought under control. However, when socialism rots and destroys the economic engine of an economy it is extremely difficult and painful to get back on the path of growth. #AbLeg #cpcldr  https://t.co/R0aEOlhzVk",4.92E+18,#VALUE!,0,2,4
2384,1, OoasWaho via  Ecowas_cdc supports the upgrading of  ecowas_cedeao Member States entry points in compliance with  international health regulations in order to be ready to detect and respond to outbreaks as is currently the case with the new coronavirus in China. https://t.co/iuFs6Rivwh,4.98E+18,#VALUE!,0,0,0
2386,1,#China Wants #Food. #Brazil Pays the Price. https://t.co/Mr3czRUmXJ #Amazon #economics #climatechange #pollution #environnement,7.78E+17,2,0,0,0
2388,1,NASA images show coronavirus shutdown has cleared China pollution https://t.co/9qRVGs7hVc,6.36E+18,2,0,0,3
2389,1,"#NEWS The number of people infected by the Wuhan coronavirus could potentially double every six days in the absence of a major intervention by public health authorities, according to Prof. Gabriel Leung, chair of public health medicine at University of Hong Kong. #coronavirus",7.24E+18,#VALUE!,1,1,3
2390,1,"WATCH: Senator Tom Cotton Shreds China's Official Virus Story, Warns Of ""Super Laboratory"" Proximity https://t.co/Ynpf9VCa83",1.78E+18,1,0,21,43
2391,1,Republicans storm out of coronavirus briefing after Democrat rips Trump's response  https://t.co/qHLmYjFUy5 via  politico,5.33E+18,2,0,0,0
2392,1,"More businesses reopen in China, but many people stay home https://t.co/xoo9Hn1g0x https://t.co/DdiQOHtguK",4.32E+18,2,0,0,0
2393,1, SuperIce97  KillroyWasHere  Gardoron  rynmrtns  SexyOyster  latimes Comparing strictly US flu rates to GLOBAL Corona rates is apples and oranges,6.35E+18,#N/A,0,0,0
2394,0,BREAKING NEWS!  Corona Beer changes their name to avoid association with the deadly #coronavirus outbreak!   FoxNews  greggutfeld  JesseBWatters https://t.co/d5O6hSavJU,6.42E+18,3,1,2,3
2395,1," muhdaimanharith  dytiaaurinh  DGHisham A patient recovers, not cured. There's no vaccine for the disease yet. How is one cured?   https://t.co/VcsEuFrddj",1.78E+18,#N/A,1,0,0
2396,1,"Low Stock, High Prices for Coronavirus Supplies https://t.co/pSURs6eFK9 #WeightLoss #Fitness #Health",9.18E+18,2,1,1,0
2399,0,Why would one of the world's most developed nations start using anti-HIV drugs to treat coronavirus infections if there wasn't some truth to initial studies about this possibility? https://t.co/ANAzsMt8CQ https://t.co/ymfVonnqMT,8.61E+18,1,0,1,1
2400,0,"One issue with this is the shortage of testing kits, particularly in Wuhan. Maybe you don't believe the Chinese numbers. But the growth in non-Chinese cases was just 7.5% yesterday. It seems likely that this virus spreads easier and is less deadly than the WHO thinks",5.88E+18,#VALUE!,1,0,1
2401,1,"""A South African English teacher living in Wuhan, China, said that she had not stepped outside her home in seven days"" #CoronaVirus https://t.co/DFcHZI9BwW",7.09E+18,#N/A,0,0,1
2402,0,"In USA 29 MILLION HAVE HAD OR HAD THE FLU - 16,000 HAVE DIED ALREADY. THIS CORONA VIRUS YES SERIOUS NOT HALF AS SERIOUS AS THE DAMAGE FLU IS DOING  POTUS.  realDonaldTrump NEVER talks about flu. Three letters one syllable, can't be that hard eh?  goodfellow68.  BernieSanders",6.00E+17,#VALUE!,0,0,0
2403,1,Newspaper headlines: Italy in coronavirus 'chaos' and quarantine 'farce' https://t.co/WH184b1bgl #London #News https://t.co/2RtfYUmbka,7.53E+18,2,0,0,0
2404,1,A Senior UNDP Official forecasts Latin American &amp; Caribbean countries (LAC) may suffer disruptions to their su... https://t.co/TPhNQiHoxS,4.94E+18,1,0,0,0
2405,0,The authorities have shifted their policy from containment to triage. Triage means they know everyone is not safe and they are trying to minimize fatalities. Only yesterday were my parents given a proper N95 face mask.  Triage.  #diamondprincess #coronavirus,7.19E+18,#VALUE!,5,13,22
2406,0,"#COVID-19 appears to be turning it's survivors into hybrid ""typhoid Mary's."" #coronavirus   https://t.co/ZfpCebOxj7",9.72E+17,2,0,3,0
2407,0,"CDC has made up yet another FAKE disease to scare the masses.  When Congress wrote a check for $6 Billion, the FAKE Zika virus disappeared over night",2.71E+18,3,0,7,13
2410,1,WUHAN VIRUS/Taiwan discharges second patient to recover from coronavirus infection https://t.co/lQRNtTBsqe,4.11E+18,1,0,0,1
2411,1,Pet Dog of Coronavirus Patient in Hong Kong Infected in Likely Case of Human-to-Animal Transmission https://t.co/XJ6N5iTOuP Follow me on  Rikins https://t.co/iowOG6IQIu,3.02E+18,2,0,0,0
2412,0,"#NoMeat_NoCoronaVirus Consumption of meat is linked to many diseases like cancer, diabetes, obesity, cholesterol, heart diseases, etc. Meat is the only root Corona Virus So please Stop Eating Meat... https://t.co/SPbiunCcp5",4.93E+18,2,0,3,3
2414,0,waltshaub  Acyn He was actually being quite reasonable there. he said specifically that we don't have strong evidence about the connection but it is suspicious and China has not been sufficiently transparent,3.20E+18,1,2,0,1
2415,1,Coronavirus Cruise Crew Pleads for Help:  soon We Will All Be Infected ?https://t.co/51GCMhpvty #SmartNews,4.29E+18,3,0,1,0
2417,1,LG pulls out of MWC due to coronavirus concerns https://t.co/edB5Rnyl3E,5.46E+18,2,0,1,0
2418,0,I can supply  big quantity N95 mask #Wuhan #WuhanCoronavirus #coronovirus,8.13E+18,2,0,1,0
2419,1,Please confirm from other source. But it appears (not checked) that #Stanford follows the #UW's decision to cancel in person classes in response to #COVID19. https://t.co/Wl4VcqAXPN,5.02E+18,2,7,211,363
2420,1,Japan warns of coronavirus hit on tourism but keeps 40 mln visitor?target https://t.co/5Nhji4EefJ,3.15E+18,2,0,0,0
2421,0,"Guardian has now fallen foul of my propaganda policies. Publishing questionable articles of late, Coronavirus fear-mongering. Obsessive writer on staff who publishes anti-Russian articles, while another publishes anti-Chinese. Tech editor is nationalist.??https://t.co/7v1yOoTfnb",4.48E+18,#VALUE!,1,0,0
2422,1,"Those numbers may be slightly off:  213 fatalities (last China National Health Commission announcement) 243 recovered (from Xinhua yesterday, the most recent I are seen)  46.7% fatality rate in cases whose outcome is known in China",6.50E+18,2,0,0,1
2423,1,Coronavirus-caused travel restrictions could  pipe out ?half of oil demand growth for 2020 |  https://t.co/odgaqfGpoc,7.24E+18,3,3,1,1
2424,0,I didnt realize an irl acquaintance is now stuck in Wuhan and the th government kept saying there is nothing to worry about when ppl there are fighting very hard each day trying to fight the mental breakdown and to contact for help to get to their HOME to their FAMILY safely!,3.57E+17,#VALUE!,0,0,0
2425,1,"Ahmad0333Azan  theworldindex External Affairs Minister S.Jaishankar has declared that if Pakistan makes a request, India will airlift it's citizens from Wuhan.  Abbey Kyu galat news spread Kiya tunne??Kya Mila tujhe..Ghantaaaaa",2.62E+18,1,1,0,0
2426,0,Coronavirus outbreak to cost airlines almost $30bn SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump #tiktok https://t.co/j8AltHEpnn,1.06E+18,3,0,0,0
2427,0,DA_Stockman corona virus engineered to disrupt supply chain,1.85E+18,3,0,0,0
2428,0,14 Americans test positive for coronavirus as U.S. evacuates cruise passengers https://t.co/J7iLqLIlLz,8.57E+18,2,0,0,0
2429,1,#day8 #coronavirus #CoronavirusOutbreak #quarantined on #DiamondPrincess a daily normal life is showing in front of me through the bridge. I believe I will experience this bridge soon after 19th #HanginthereDiamondPrincess https://t.co/poLx186d1d,1.45E+18,2,6,6,59
2431,0,What a lot of news fuss being made around the coronavirus ... average of 25 deaths per month ... whilst 38000 die per month from flu yet nobody bats an eyelid ???? I smell ?????? https://t.co/8CyH8oI9Hh,7.13E+18,1,2,1,1
2433,1,Coronavirus Fears Finally Topple the Stock Market's?Kingpins https://t.co/aoC8IB3vfv,4.60E+18,3,0,0,0
2434,0,"Corruption is worse than all the diseases we have now and I strongly believe coronavirus is caused by corruption,"" he said. OfficialEFCC  MBuhari  Fmohnigeria #PastorAdeboye  DrEOEhanire #COVID19  https://t.co/vVTgphX7r7",1.26E+18,3,0,0,0
2435,1,"vurnt22 Coronavirus appears to transport with the wind.  Just like flower seeds, it can drop anywhere.  One theory is the deforestation methods helps spread it.  Either way, it keeps spreading until a vaccine is available",6.16E+18,1,0,0,1
2436,0,"DrDenaGrayson  thespybrief  CDCgov  WHO Dr. Grayson is this a virus the Chinese are studying in the Wuhan lab, and could it have escaped",1.36E+18,3,1,1,8
2437,0,China created the virus,9.03E+18,3,1,0,0
2438,1,Ex-FDA chief Scott Gottlieb fears China's coronavirus cases dramatically underestimated ?https://t.co/q9rGJLphkx https://t.co/u32HR8hm1Z #paidsurveys https://t.co/uesP5DvulO,8.76E+18,3,0,0,0
2439,1,"far fetched anti panic trading idea. LHA is german flag carrier, DE government will take care of them as before. price is beaten down, oil is cheap as never before. when corona is over people will travel again. potentially opportunity to buy very long term OTM call options",1.75E+18,#VALUE!,0,0,0
2440,0, HimaliKanchha Trailokyaaryal Recently China thanked Canada for not sensationalizing the virus like Americans are doing. That says a lot . China is getting reallly sensitive to this bcoz the Economy depends on it . Main thing is they are trying to control it unlike Saars time,4.81E+17,#VALUE!,2,0,1
2441,1,"Interesting, especially the Corona Billionaires part... https://t.co/7AR9dykXbE",9.00E+17,2,1,2,2
2442,1,HistoireSecrete  DrEricDing He said 2.6? and we still do not know the real numbers do to #China not telling us the truth.  Why lock 40m + in there cities if its less than the flu!!!!! #coronavirus,2.65E+18,2,1,1,0
2443,1,Maybe indonesian have the antibody of coronavirus,7.92E+17,2,1,0,0
2444,1,Wuhan residents describe boomsday ?scenes as patients overwhelm hospitals https://t.co/unkMhfQekz via  scmpnews #wuhancoronavirus #wuhan,4.37E+18,1,0,6,4
2445,1," TheKouk There's a lot of stimulus already happening with Fed spending on drought, bushfire recovery &amp; now coronavirus impacts",4.31E+18,#N/A,0,0,0
2446,1,Coronavirus outbreak: senior US official accuses China of lack of transparency | World news | The Guardian https://t.co/o4MDYKgw7H,7.50E+18,3,0,0,0
2447,1,"China will help foreign companies resume production, and ensure service for major projects invested by global firms to enhance the country's ability to attract foreign investment, according to the Ministry of Commerce. #ChineseEnterprises https://t.co/M2qqyyRLgO https://t.co/ptVJ361vLF",1.80E+18,#VALUE!,0,0,0
2450,0,"Thread by  Jordan_Sather_: The new fad disease called the coronavirus ?is sweeping headlines. Funny enough, there was a patent for the coronaviruwas filed in 2015 and granted in 2018. https://t.co/FXe23zEkJX This assignee of this patent was the governme ?https://t.co/NMVbWNkt2H",4.64E+18,#VALUE!,0,0,0
2451,0,"#NoMeat_NoCoronaVirus Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is necessary. https://t.co/kpuSOC2NzU",8.90E+17,2,0,3,3
2452,0,"moomoobuddy1 That wasn't my point. The picture in the article I shared was of 3 students in Manchester, not connected to the outbreak in China. Seems inappropriate to use it just because they are Asian and wearing masks",2.94E+18,2,1,0,0
2453,0,It's increasingly hard to keep up with what's going on with #Covid19. And numbers are not so relevant any more other than as rough estimates or indications there is activity in Point A or B.  with Italy's death toll? How did they surge so far past Iran? https://t.co/Wo7Ak3IxZC,6.38E+18,#VALUE!,0,2,5
2454,1,#breaking So is this an admission from #china that they have been covering up the #coronavirus until this point? I guess they figured it's too big to hide anymore. https://t.co/gJ9UswZNaA,7.19E+18,2,1,0,1
2456,1,nytimes Pence Will Control All Coronavirus Messaging From Health Officials.  Poor tRumpsters ....they are gonna suffer,1.61E+18,2,1,0,0
2457,0,Uhm is China really welding shut the doors of citizens who need to be quarantined....,5.40E+18,1,0,0,0
2460,1,"Coronavirus scare: China imports stop, mobile market in Noida feels heat | Noida News - Times of India  #coronavirus #coronarvirues #CoronaOutbreak #Wuhan #China #COVID19   https://t.co/dsxV9NW3L9",1.03E+15,3,2,0,1
2461,0," VisionEconomic1 for weeks and got better with antiviral drugs. But nobody they came in contact with tested positive. Then the Italian couple in the North got it and it's like frickin Italian Wuhan, the whole family, the doctors, hundreds of people they met, super virulent, serious condition..",1.02E+18,#VALUE!,1,0,0
2462,0,"Repost: Los Alamos Experts Warn Covid-19 ""Almost Certainly Cannot Be Contained"", Project Up To 4.4 Million Dead | Zero Hedge https://t.co/UP4WNTVwLe",7.01E+18,2,2,1,0
2463,1,Wuhan's cat rescuer: the man saving pets abandoned during coronavirus outbreak ?video https://t.co/rdAu1zhbL8,6.64E+17,1,0,0,0
2464,1,Coronavirus continues to confuse phase one trade deal progre... https://t.co/66ySIaFV59,3.20E+18,3,0,0,0
2465,1,"Did The Diamond Princess ""Quarantine"" Just Infect More People With Covid-19 And Spread It Further? | Zero Hedge https://t.co/YmhiBFdKpJ",8.31E+18,3,0,0,0
2468,0,omg is china  shooting its citizens? #CoronavirusOutbreak https://t.co/KsJvBrK0Pd,1.46E+18,2,0,1,0
2470,0,JewelDole  aetiology Or get exterminated because of the Chinese Propaganda blaming everything but themselves for the virus going epidemic,7.59E+17,2,1,0,1
2471,0,Trump says the coronavirus is a Democratic hoax. And Republicans complain the virus has become politicized.  With zero sense of irony.  Just pathetic,3.15E+18,1,22,110,360
2473,1,New technology and better coordination have sped up development. But a coronavirus vaccine is still months and most likely years away. Researchers Are Racing to Make a Coronavirus Vaccine. Will It Help? https://t.co/zGCIIMu1gP,1.02E+18,2,0,0,0
2474,0, jonst0kes Here's my take of that lens. China needs the world to contain this before they are in the clear. They don't want to call it a pandemic because that implies it is unstoppable.   It's not. China wants the world to stop it so they can go back to work,6.62E+18,#VALUE!,0,0,1
2475,1,$CVS: CVS Health to waive co-pays for COVID-19 diagnostic testing for Aetna members https://t.co/m5qDVDyOBY,7.85E+18,2,0,1,1
2476,0, marcorubio Your boss won't let the head of the CDC speak without pre-clearing the message,4.31E+17,#N/A,0,0,8
2477,0," ThePoqito  OurHealthOregon Even more reality, we don't need big pharmas drugs. They and most of the medical industry are not in the business of curing, no money in healthy people....pretty much any natural illness has a cure on this earth. Man made illness however, is a real thing, as you know. Ie Corona",2.95E+18,#VALUE!,1,0,1
2478,1,"Coronavirus: Anambra warns citizens against travelling to Wuhan, China  The Anambra State Government has banned its citizens from travelling to Wuhan, China following the outbreak of Coronavirus. A statement by the Commissioner for Information and Public https://t.co/ZtDxt8K4Cf https://t.co/RZ42atSjkF",6.64E+18,#VALUE!,0,1,0
2482,1,"With Worst Economy in Decades, Will Wuhan's Deadly Coronavirus Be the Catalyst for China's Economic Collapse? https://t.co/ChIJ4NSoUk via  gatewaypundit",2.29E+18,1,0,3,2
2483,1,"Aircrafts 'Locked' at Heathrow Airport, Including One From Malaysia Due to a Coronavirus ?https://t.co/w9fZHRIVoR",4.21E+18,1,0,0,0
2487,0,"This is a main stream media trend: declare something as a conspiracy theory and then weeks later, without explanation, start reporting it as fact https://t.co/gq3BLeRnv9",2.20E+18,2,1,0,0
2488,0,"It's our best guess that #BillGates is responsible for the engineering &amp;  creation of the #Coronavirus.  He owns the vaccine's patent.  When #Trump was elected, time ran out for his plan to release it in the US, so he decided on a scare tactic &amp; he released it in #China instead",2.63E+18,#VALUE!,0,0,0
